product_a,product_b,pair_count,score
657,5673,2,0.13
5302,6961,2,0.13
5673,6961,2,0.13
5673,22606,2,0.13
20337,21333,2,0.13
24262,28518,2,0.13
5302,17045,2,0.13
4549,17945,2,0.13
2868,22109,2,0.13
10146,13085,2,0.13
3355,18947,2,0.13
2115,18963,2,0.13
3382,22606,2,0.13
20812,29685,2,0.13
3131,4138,2,0.13
60,3770,2,0.13
1378,22123,2,0.13
4012,19947,2,0.13
4012,21309,2,0.13
4012,26405,2,0.13
4012,27647,2,0.13
5350,19947,2,0.13
5350,21309,2,0.13
7000,29602,2,0.13
2068,23291,2,0.13
18662,23291,2,0.13
6003,7500,2,0.13
19590,23296,2,0.13
19590,25193,2,0.13
19590,29685,2,0.13
19947,26405,2,0.13
19947,27647,2,0.13
21309,26405,2,0.13
21309,27647,2,0.13
26405,27647,2,0.13
5688,5777,2,0.13
2330,2790,2,0.13
2330,4012,2,0.13
2330,5350,2,0.13
2330,19947,2,0.13
20882,21309,2,0.13
5786,20812,2,0.13
25193,29685,2,0.13
5708,7000,2,0.13
5733,7000,2,0.13
1788,4138,2,0.13
2330,27647,2,0.13
2790,4012,2,0.13
2790,5350,2,0.13
2790,19947,2,0.13
2790,21309,2,0.13
2790,26405,2,0.13
2790,27647,2,0.13
4012,5350,2,0.13
4852,16390,2,0.13
5756,16390,2,0.13
4564,9237,2,0.13
3171,19590,2,0.13
1153,20337,2,0.13
5350,26405,2,0.13
5350,27647,2,0.13
19947,21309,2,0.13
1378,5042,2,0.13
1378,19646,2,0.13
333,10746,2,0.13
3709,26594,2,0.13
8860,26593,2,0.13
14490,22251,2,0.13
14490,26593,2,0.13
14490,26594,2,0.13
22251,26593,2,0.13
22251,26594,2,0.13
333,21114,2,0.13
1843,21113,2,0.13
7115,10746,2,0.13
8180,19590,2,0.13
2330,21309,2,0.13
2330,26405,2,0.13
2263,20764,2,0.13
3936,14644,2,0.13
3936,26183,2,0.13
4564,14644,2,0.13
4852,14644,2,0.13
14644,24832,2,0.13
4584,4587,2,0.13
4587,28518,2,0.13
4564,12307,2,0.13
5790,7002,2,0.13
5668,23291,2,0.13
20375,20812,2,0.13
20375,23291,2,0.13
3658,20307,2,0.13
12307,24057,2,0.13
16390,16393,2,0.13
5673,11496,2,0.13
5756,23940,2,0.13
5790,11496,2,0.13
5790,23940,2,0.13
17069,17749,2,0.13
17749,17994,2,0.13
66,333,2,0.13
12758,29251,2,0.13
18389,29251,2,0.13
1847,23291,2,0.13
3268,19590,2,0.13
3919,23291,2,0.13
5668,14216,2,0.13
5668,20812,2,0.13
3127,3382,2,0.13
3382,19590,2,0.13
19590,20219,2,0.13
20337,20835,2,0.13
5688,23291,2,0.13
51,4789,2,0.13
51,24614,2,0.13
5691,17959,2,0.13
23018,25988,2,0.13
3431,5790,2,0.13
4712,5772,2,0.13
5782,27746,2,0.13
11134,27675,2,0.13
11134,27746,2,0.13
20526,27675,2,0.13
20526,27746,2,0.13
21059,27675,2,0.13
4564,11496,2,0.13
2447,3904,2,0.13
2447,4817,2,0.13
2447,20786,2,0.13
3769,3904,2,0.13
3769,4817,2,0.13
3904,4817,2,0.13
3904,20786,2,0.13
4817,20786,2,0.13
21059,27746,2,0.13
25621,27675,2,0.13
25621,27746,2,0.13
27675,27746,2,0.13
1868,19460,2,0.13
8511,20812,2,0.13
1852,20764,2,0.13
3268,20307,2,0.13
5352,23291,2,0.13
20337,25990,2,0.13
3668,3671,2,0.13
10713,22976,2,0.13
22976,28518,2,0.13
3383,24620,2,0.13
3594,25560,2,0.13
3594,28138,2,0.13
22306,28138,2,0.13
20764,21991,2,0.13
1820,2447,2,0.13
1820,3769,2,0.13
1820,3904,2,0.13
1820,4817,2,0.13
1820,20786,2,0.13
2447,3769,2,0.13
1946,18629,2,0.13
3389,18629,2,0.13
18629,19590,2,0.13
1765,5352,2,0.13
1765,19283,2,0.13
826,27675,2,0.13
826,27746,2,0.13
2006,27675,2,0.13
2006,27746,2,0.13
5782,27675,2,0.13
4564,11036,2,0.13
4564,22707,2,0.13
1946,5352,2,0.13
1946,19283,2,0.13
5352,11204,2,0.13
5352,19283,2,0.13
6959,20307,2,0.13
12618,20383,2,0.13
20307,27548,2,0.13
11204,19283,2,0.13
11204,20307,2,0.13
11204,20812,2,0.13
1378,1949,2,0.13
1860,5302,2,0.13
25621,26593,2,0.13
25621,26594,2,0.13
1946,27412,2,0.13
19283,20307,2,0.13
19283,20812,2,0.13
19283,20882,2,0.13
19283,23291,2,0.13
19283,28652,2,0.13
2485,22295,2,0.13
3127,3405,2,0.13
6003,13850,2,0.13
6044,28518,2,0.13
11430,28518,2,0.13
5673,5807,2,0.13
3770,25990,2,0.13
13108,25990,2,0.13
11464,24832,2,0.13
5772,24832,2,0.13
2354,24081,2,0.13
2354,24915,2,0.13
2354,24921,2,0.13
333,2290,2,0.13
19590,21256,2,0.13
22944,23291,2,0.13
24081,24921,2,0.13
24915,24921,2,0.13
3222,20109,2,0.13
1788,22251,2,0.13
1871,14490,2,0.13
1871,22251,2,0.13
3709,14490,2,0.13
3709,22251,2,0.13
3709,26593,2,0.13
15649,20582,2,0.13
1946,18662,2,0.13
20882,24031,2,0.13
23992,28652,2,0.13
2865,3355,2,0.13
3355,18662,2,0.13
2485,17299,2,0.13
2136,6698,2,0.13
2691,5790,2,0.13
3127,18565,2,0.13
5673,5777,2,0.13
5673,10193,2,0.13
5777,5790,2,0.13
5790,22379,2,0.13
1845,2290,2,0.13
1860,2290,2,0.13
1868,2290,2,0.13
2068,2290,2,0.13
8666,20307,2,0.13
14924,24081,2,0.13
14924,24915,2,0.13
14924,24921,2,0.13
24081,24915,2,0.13
10,4564,2,0.13
3370,4549,2,0.13
4549,19460,2,0.13
1400,20501,2,0.13
1400,25560,2,0.13
3946,19205,2,0.13
5786,13850,2,0.13
3671,13108,2,0.13
3671,20307,2,0.13
11440,17299,2,0.13
11440,20307,2,0.13
11440,22295,2,0.13
3936,5399,2,0.13
3936,11464,2,0.13
5399,11464,2,0.13
5399,17299,2,0.13
3709,18924,2,0.13
5399,22295,2,0.13
5399,24832,2,0.13
6469,11464,2,0.13
1869,3770,2,0.13
1869,3936,2,0.13
1869,13108,2,0.13
2868,13195,2,0.13
2868,19686,2,0.13
3936,13195,2,0.13
3671,3770,2,0.13
3671,5302,2,0.13
333,16636,2,0.13
3882,19590,2,0.13
5701,20812,2,0.13
5701,29251,2,0.13
2156,25560,2,0.13
2156,28138,2,0.13
1538,8393,2,0.13
1538,20337,2,0.13
1845,22397,2,0.13
3355,19415,2,0.13
7500,26593,2,0.13
7500,29581,2,0.13
5302,19289,2,0.13
16636,19289,2,0.13
19289,21113,2,0.13
2865,27360,2,0.13
2865,27410,2,0.13
3127,27360,2,0.13
3127,27410,2,0.13
27360,27410,2,0.13
12307,28138,2,0.13
12307,28932,2,0.13
5746,22397,2,0.13
19415,22397,2,0.13
3,5746,2,0.13
3127,26480,2,0.13
5746,16740,2,0.13
10175,13108,2,0.13
10175,21397,2,0.13
10175,24754,2,0.13
1810,4249,2,0.13
1847,2068,2,0.13
1841,4549,2,0.13
1841,19590,2,0.13
14699,25560,2,0.13
5790,21425,2,0.13
1849,2291,2,0.13
1946,21466,2,0.13
4455,20812,2,0.13
21931,24057,2,0.13
4477,17811,2,0.13
1815,5790,2,0.13
4249,4549,2,0.13
3127,19427,2,0.13
3355,5126,2,0.13
5790,18047,2,0.13
5670,19289,2,0.13
5782,19289,2,0.13
8546,20882,2,0.13
8546,24149,2,0.13
8546,28932,2,0.13
12307,24149,2,0.13
11474,20307,2,0.13
333,19831,2,0.13
6625,7500,2,0.13
6625,29289,2,0.13
6631,7500,2,0.13
6631,19590,2,0.13
19590,24149,2,0.13
20882,24149,2,0.13
20882,28932,2,0.13
24149,27267,2,0.13
24149,28138,2,0.13
24149,28932,2,0.13
2068,21397,2,0.13
3770,10175,2,0.13
3770,21397,2,0.13
1843,19289,2,0.13
6617,23291,2,0.13
6617,23992,2,0.13
6617,29289,2,0.13
1538,26594,2,0.13
4062,8393,2,0.13
15958,25560,2,0.13
4062,23976,2,0.13
23976,25560,2,0.13
2354,14924,2,0.13
17439,24964,2,0.13
17299,21768,2,0.13
21768,22295,2,0.13
3946,17455,2,0.13
5670,5768,2,0.13
1949,28139,2,0.13
2562,10146,2,0.13
8583,29602,2,0.13
8666,20882,2,0.13
12758,20812,2,0.13
3033,24057,2,0.13
1765,6724,2,0.13
1946,6724,2,0.13
6724,7500,2,0.13
6724,19590,2,0.13
6724,20812,2,0.13
23291,23992,2,0.13
3077,4366,2,0.13
3077,27168,2,0.13
4366,27168,2,0.13
6625,20812,2,0.13
6631,20812,2,0.13
6617,6631,2,0.13
2219,7400,2,0.13
18175,27267,2,0.13
4139,8583,2,0.13
3643,3936,2,0.13
22273,28138,2,0.13
10146,22306,2,0.13
17299,22306,2,0.13
22295,22306,2,0.13
3461,4611,2,0.13
4611,21425,2,0.13
2868,6710,2,0.13
5782,6710,2,0.13
9046,10146,2,0.13
9046,18963,2,0.13
934,12899,2,0.13
2697,16090,2,0.13
17299,24675,2,0.13
22295,24675,2,0.13
17319,20296,2,0.13
3268,10146,2,0.13
4062,29602,2,0.13
5688,20812,2,0.13
5756,9870,2,0.13
9870,20812,2,0.13
6724,20882,2,0.13
6724,23291,2,0.13
1153,6629,2,0.13
1153,27934,2,0.13
6629,29685,2,0.13
20307,29685,2,0.13
20812,22303,2,0.13
20812,27934,2,0.13
4791,20296,2,0.13
7400,17319,2,0.13
9752,28518,2,0.13
15294,26593,2,0.13
3222,23323,2,0.13
22639,23323,2,0.13
2017,18601,2,0.13
624,4564,2,0.13
2126,4564,2,0.13
2822,5719,2,0.13
1819,3383,2,0.13
1819,20307,2,0.13
3383,5673,2,0.13
3383,10146,2,0.13
3383,20751,2,0.13
7400,20296,2,0.13
5182,11404,2,0.13
5182,24832,2,0.13
5182,25560,2,0.13
11404,24832,2,0.13
4564,5728,2,0.13
5688,5728,2,0.13
1948,10546,2,0.13
10146,20646,2,0.13
20307,22154,2,0.13
20307,22944,2,0.13
20812,22154,2,0.13
5192,23291,2,0.13
14038,27267,2,0.13
5349,20882,2,0.13
2219,20296,2,0.13
4791,7400,2,0.13
18727,19590,2,0.13
3474,4564,2,0.13
277,6662,2,0.13
6662,27267,2,0.13
3442,17582,2,0.13
10193,17299,2,0.13
10193,22295,2,0.13
2068,20812,2,0.13
1847,29251,2,0.13
5786,11433,2,0.13
5786,29602,2,0.13
2197,3658,2,0.13
5688,20751,2,0.13
4549,11022,2,0.13
4170,5182,2,0.13
4170,24832,2,0.13
8393,20337,2,0.13
8393,26593,2,0.13
8393,26594,2,0.13
8393,28518,2,0.13
9752,20337,2,0.13
1948,28139,2,0.13
1441,3281,2,0.13
1441,17299,2,0.13
1441,22295,2,0.13
2197,17460,2,0.13
3658,18974,2,0.13
8285,24057,2,0.13
8583,21738,2,0.13
8583,21991,2,0.13
14647,19590,2,0.13
18389,20882,2,0.13
2017,20620,2,0.13
2017,29210,2,0.13
3769,11053,2,0.13
3769,19590,2,0.13
3769,20620,2,0.13
3769,29210,2,0.13
11053,20307,2,0.13
11053,20620,2,0.13
11053,29210,2,0.13
20307,20620,2,0.13
3033,19590,2,0.13
3033,20307,2,0.13
20307,22654,2,0.13
2868,7500,2,0.13
2197,5782,2,0.13
8393,10146,2,0.13
3729,29227,2,0.13
3729,29232,2,0.13
3729,29251,2,0.13
3281,3770,2,0.13
10146,10773,2,0.13
10146,14646,2,0.13
11246,28518,2,0.13
7500,29227,2,0.13
7500,29232,2,0.13
7500,29415,2,0.13
20882,29227,2,0.13
23992,29227,2,0.13
3657,20307,2,0.13
4249,28576,2,0.13
2017,3769,2,0.13
2017,11053,2,0.13
5299,20307,2,0.13
12758,20383,2,0.13
5708,24057,2,0.13
4547,20307,2,0.13
5041,29602,2,0.13
3729,7500,2,0.13
3729,20882,2,0.13
3729,23992,2,0.13
3471,10746,2,0.13
5676,21710,2,0.13
6503,22606,2,0.13
6503,24056,2,0.13
17042,17299,2,0.13
17042,22295,2,0.13
17042,22606,2,0.13
17042,24056,2,0.13
2501,10370,2,0.13
10370,20383,2,0.13
10370,23291,2,0.13
20383,20812,2,0.13
20383,23291,2,0.13
3657,28275,2,0.13
2697,23291,2,0.13
4062,7500,2,0.13
8285,28576,2,0.13
23992,29232,2,0.13
28576,29227,2,0.13
28576,29232,2,0.13
29227,29251,2,0.13
29227,29415,2,0.13
29232,29415,2,0.13
815,3770,2,0.13
15467,19312,2,0.13
1810,6503,2,0.13
1810,17042,2,0.13
11433,23291,2,0.13
5688,21466,2,0.13
20307,21466,2,0.13
20882,21466,2,0.13
7500,27267,2,0.13
17299,24056,2,0.13
22295,24056,2,0.13
22606,24056,2,0.13
2116,5670,2,0.13
3442,5746,2,0.13
1868,22606,2,0.13
1868,24056,2,0.13
3451,6503,2,0.13
3451,24056,2,0.13
3770,23284,2,0.13
6469,25820,2,0.13
13108,23284,2,0.13
1815,10146,2,0.13
2125,5193,2,0.13
2125,14644,2,0.13
3888,6469,2,0.13
6469,14924,2,0.13
6469,24817,2,0.13
1097,1868,2,0.13
1868,22099,2,0.13
3946,24056,2,0.13
6503,17042,2,0.13
5302,15467,2,0.13
15419,15467,2,0.13
25560,27189,2,0.13
27188,27189,2,0.13
17362,20047,2,0.13
9640,17032,2,0.13
9640,18106,2,0.13
9640,22099,2,0.13
9640,24832,2,0.13
17032,18106,2,0.13
18106,22099,2,0.13
17226,20307,2,0.13
1824,13741,2,0.13
20307,22962,2,0.13
21309,24057,2,0.13
19849,27267,2,0.13
23976,27267,2,0.13
18523,20307,2,0.13
12618,19682,2,0.13
17233,19682,2,0.13
17233,20307,2,0.13
15294,26594,2,0.13
18106,24832,2,0.13
3347,3946,2,0.13
3946,19415,2,0.13
17588,24262,2,0.13
18963,28818,2,0.13
18177,19728,2,0.13
794,1868,2,0.13
1097,18106,2,0.13
17233,20882,2,0.13
17233,28275,2,0.13
3770,27188,2,0.13
13108,27188,2,0.13
1847,3191,2,0.13
1847,17259,2,0.13
1847,22840,2,0.13
1847,29210,2,0.13
1868,3191,2,0.13
1868,22840,2,0.13
1868,29210,2,0.13
3191,17259,2,0.13
3191,22840,2,0.13
5772,20882,2,0.13
1810,22606,2,0.13
1810,24056,2,0.13
3127,15232,2,0.13
17582,19590,2,0.13
17944,19590,2,0.13
12618,17233,2,0.13
17259,22840,2,0.13
17259,29210,2,0.13
20307,22840,2,0.13
22840,29210,2,0.13
3223,28823,2,0.13
3223,28981,2,0.13
18389,28823,2,0.13
1846,3191,2,0.13
1846,17259,2,0.13
1846,22840,2,0.13
3355,18953,2,0.13
5786,10555,2,0.13
5786,18953,2,0.13
5790,18953,2,0.13
5302,15419,2,0.13
1846,29210,2,0.13
4852,18106,2,0.13
3461,25560,2,0.13
4159,5746,2,0.13
4564,24952,2,0.13
2125,2136,2,0.13
2125,19590,2,0.13
3127,8546,2,0.13
3127,10546,2,0.13
19590,23048,2,0.13
28823,28981,2,0.13
28823,29217,2,0.13
28981,29217,2,0.13
2691,5673,2,0.13
3191,29210,2,0.13
8328,19590,2,0.13
8328,20307,2,0.13
20307,28981,2,0.13
23992,28823,2,0.13
23992,28981,2,0.13
1518,3936,2,0.13
1518,4564,2,0.13
1518,4852,2,0.13
1518,9640,2,0.13
1518,17032,2,0.13
1518,18106,2,0.13
1518,22099,2,0.13
1518,24832,2,0.13
3936,9640,2,0.13
3936,18106,2,0.13
4564,9640,2,0.13
4564,18106,2,0.13
4852,9640,2,0.13
14644,21710,2,0.13
17074,28518,2,0.13
1097,1518,2,0.13
1097,9640,2,0.13
4249,13195,2,0.13
4852,25489,2,0.13
66,3355,2,0.13
66,21114,2,0.13
2291,4138,2,0.13
18662,20307,2,0.13
8176,20882,2,0.13
10546,20882,2,0.13
3383,5782,2,0.13
15652,19590,2,0.13
18389,28981,2,0.13
18389,29217,2,0.13
3355,21114,2,0.13
4138,21113,2,0.13
4138,21114,2,0.13
21113,21114,2,0.13
5790,24382,2,0.13
11428,18662,2,0.13
11203,24193,2,0.13
9232,20307,2,0.13
8285,20882,2,0.13
11087,20882,2,0.13
19590,20559,2,0.13
20307,20559,2,0.13
14033,28652,2,0.13
14038,28652,2,0.13
3127,12618,2,0.13
51,2118,2,0.13
1868,3383,2,0.13
1868,19534,2,0.13
2017,18371,2,0.13
3383,11761,2,0.13
3383,16960,2,0.13
3461,10146,2,0.13
7002,7003,2,0.13
66,2291,2,0.13
5790,11830,2,0.13
5790,22420,2,0.13
1905,15350,2,0.13
15652,20307,2,0.13
20764,23291,2,0.13
11107,12618,2,0.13
11107,20337,2,0.13
3127,21114,2,0.13
6961,10146,2,0.13
5698,10146,2,0.13
17032,26214,2,0.13
8852,9217,2,0.13
9217,22245,2,0.13
174,5790,2,0.13
18295,28652,2,0.13
2731,15350,2,0.13
15350,23017,2,0.13
19854,20307,2,0.13
5701,29602,2,0.13
2591,5790,2,0.13
20559,20882,2,0.13
3770,28652,2,0.13
738,739,2,0.13
17074,25489,2,0.13
10146,17254,2,0.13
12618,17975,2,0.13
17975,20307,2,0.13
731,23975,2,0.13
6673,11440,2,0.13
4355,20882,2,0.13
20337,21482,2,0.13
20337,22420,2,0.13
1810,11428,2,0.13
5041,5790,2,0.13
5673,22157,2,0.13
5673,24382,2,0.13
3461,17032,2,0.13
34,27747,2,0.13
3936,6961,2,0.13
6961,8852,2,0.13
14667,15582,2,0.13
14667,17352,2,0.13
6162,10746,2,0.13
29040,29289,2,0.13
139,1788,2,0.13
5302,20882,2,0.13
11471,29602,2,0.13
19346,20307,2,0.13
9217,27267,2,0.13
4622,5708,2,0.13
27934,29581,2,0.13
9551,21309,2,0.13
1153,7426,2,0.13
2697,20882,2,0.13
1788,3630,2,0.13
5302,22109,2,0.13
8663,17797,2,0.13
11440,17797,2,0.13
17045,17797,2,0.13
5806,8852,2,0.13
1886,13108,2,0.13
10114,22944,2,0.13
10114,24749,2,0.13
2981,10146,2,0.13
3021,11440,2,0.13
3021,17045,2,0.13
3021,17797,2,0.13
3671,5756,2,0.13
9690,14667,2,0.13
9690,15582,2,0.13
9690,17352,2,0.13
9690,25762,2,0.13
3671,17045,2,0.13
3671,17797,2,0.13
5756,6673,2,0.13
5756,17797,2,0.13
6673,8663,2,0.13
6673,10146,2,0.13
4852,11462,2,0.13
4852,17951,2,0.13
13108,27178,2,0.13
10146,21458,2,0.13
1097,1949,2,0.13
15582,17352,2,0.13
15582,25762,2,0.13
17352,25762,2,0.13
6673,17045,2,0.13
6673,17797,2,0.13
5790,28346,2,0.13
4574,18542,2,0.13
4587,10146,2,0.13
3770,20495,2,0.13
13108,20495,2,0.13
3021,3671,2,0.13
3021,8663,2,0.13
22157,24229,2,0.13
4745,7543,2,0.13
1765,16869,2,0.13
4455,16869,2,0.13
7329,20307,2,0.13
1819,20882,2,0.13
14667,25762,2,0.13
3671,6673,2,0.13
3671,8663,2,0.13
11498,20882,2,0.13
1868,21991,2,0.13
19079,20307,2,0.13
17455,21000,2,0.13
3355,21466,2,0.13
12307,28652,2,0.13
9575,19590,2,0.13
9575,20882,2,0.13
9575,24844,2,0.13
9575,25499,2,0.13
16733,20882,2,0.13
16733,24844,2,0.13
16733,25499,2,0.13
19590,24844,2,0.13
2032,10146,2,0.13
5688,28346,2,0.13
20882,24844,2,0.13
23242,24229,2,0.13
1531,16445,2,0.13
1531,23441,2,0.13
5649,28576,2,0.13
26214,28518,2,0.13
4019,5317,2,0.13
4019,10069,2,0.13
4019,22157,2,0.13
4019,23242,2,0.13
4019,24229,2,0.13
5317,10069,2,0.13
20882,25499,2,0.13
24844,25499,2,0.13
24844,28275,2,0.13
25499,28275,2,0.13
3355,22485,2,0.13
2380,24056,2,0.13
3127,6540,2,0.13
3127,12868,2,0.13
3127,24056,2,0.13
1074,21317,2,0.13
1074,24470,2,0.13
19590,24470,2,0.13
20307,24470,2,0.13
21317,24031,2,0.13
21317,24470,2,0.13
24031,24470,2,0.13
24470,29289,2,0.13
3162,20307,2,0.13
14033,18601,2,0.13
19590,25499,2,0.13
19792,28138,2,0.13
20109,20764,2,0.13
21991,28139,2,0.13
12095,17945,2,0.13
5786,27164,2,0.13
4720,10146,2,0.13
5317,22157,2,0.13
5317,23242,2,0.13
5317,24229,2,0.13
10069,10146,2,0.13
10069,22157,2,0.13
10069,23242,2,0.13
10069,24229,2,0.13
22157,23242,2,0.13
21466,24057,2,0.13
3355,19025,2,0.13
24832,26967,2,0.13
1948,4019,2,0.13
1948,5317,2,0.13
1948,10069,2,0.13
1948,22157,2,0.13
1948,23242,2,0.13
1948,24229,2,0.13
15419,19975,2,0.13
15419,22208,2,0.13
2371,19792,2,0.13
2371,20764,2,0.13
2371,28138,2,0.13
4564,19792,2,0.13
7802,19792,2,0.13
19792,20109,2,0.13
19792,20764,2,0.13
20853,24057,2,0.13
5782,28818,2,0.13
16393,20307,2,0.13
15419,24832,2,0.13
17945,19975,2,0.13
19975,22208,2,0.13
3770,27489,2,0.13
3936,27489,2,0.13
13108,27489,2,0.13
4852,24140,2,0.13
22252,24832,2,0.13
1812,1846,2,0.13
1930,20751,2,0.13
1931,20751,2,0.13
7543,24832,2,0.13
7543,26183,2,0.13
17582,24689,2,0.13
17582,24693,2,0.13
18612,19357,2,0.13
18612,24689,2,0.13
18612,24693,2,0.13
3389,28115,2,0.13
8730,11433,2,0.13
8730,16636,2,0.13
8730,20307,2,0.13
8730,22628,2,0.13
8730,28115,2,0.13
8730,28652,2,0.13
11433,22628,2,0.13
11433,28115,2,0.13
20764,29415,2,0.13
27934,29251,2,0.13
3343,28652,2,0.13
4564,6162,2,0.13
3223,22628,2,0.13
3389,11433,2,0.13
3389,22628,2,0.13
6540,11422,2,0.13
6540,11428,2,0.13
6540,12868,2,0.13
6540,24056,2,0.13
11422,12868,2,0.13
11422,24056,2,0.13
11428,12868,2,0.13
11428,24056,2,0.13
12868,24056,2,0.13
3127,21466,2,0.13
17582,19357,2,0.13
2380,6540,2,0.13
2380,11422,2,0.13
2380,11428,2,0.13
2380,12868,2,0.13
5688,18612,2,0.13
5688,19357,2,0.13
5688,24689,2,0.13
5688,24693,2,0.13
6538,23291,2,0.13
10746,29415,2,0.13
16636,22628,2,0.13
16636,28115,2,0.13
20307,22628,2,0.13
20307,28115,2,0.13
22628,28652,2,0.13
28115,28652,2,0.13
7233,18612,2,0.13
7233,19357,2,0.13
7233,24689,2,0.13
7233,24693,2,0.13
17582,18612,2,0.13
2185,17582,2,0.13
2185,18612,2,0.13
2185,19357,2,0.13
2185,24689,2,0.13
2185,24693,2,0.13
19357,24689,2,0.13
19357,24693,2,0.13
3127,20113,2,0.13
20113,24057,2,0.13
2185,3438,2,0.13
2380,3127,2,0.13
815,21451,2,0.13
815,21738,2,0.13
1819,1820,2,0.13
1820,19079,2,0.13
3657,7233,2,0.13
3657,17582,2,0.13
3657,18612,2,0.13
3657,19357,2,0.13
3657,24689,2,0.13
3657,24693,2,0.13
5688,7233,2,0.13
21491,22295,2,0.13
21491,24707,2,0.13
22295,24707,2,0.13
5782,24689,2,0.13
7233,17582,2,0.13
815,3223,2,0.13
815,5302,2,0.13
815,19025,2,0.13
2560,10146,2,0.13
2560,28576,2,0.13
10146,12095,2,0.13
1812,15419,2,0.13
1812,19975,2,0.13
1846,15419,2,0.13
1846,17945,2,0.13
1846,22208,2,0.13
4455,15419,2,0.13
4455,19975,2,0.13
15419,17945,2,0.13
4564,11422,2,0.13
4564,21849,2,0.13
19025,27386,2,0.13
21451,27386,2,0.13
21738,27386,2,0.13
902,28652,2,0.13
154,19590,2,0.13
333,22307,2,0.13
4789,5688,2,0.13
2185,3657,2,0.13
2185,5688,2,0.13
2185,5782,2,0.13
3127,3742,2,0.13
3127,6617,2,0.13
3127,21491,2,0.13
3127,24707,2,0.13
3742,6617,2,0.13
815,1852,2,0.13
815,27386,2,0.13
1852,19025,2,0.13
1852,27386,2,0.13
3223,27386,2,0.13
5302,21738,2,0.13
5302,27386,2,0.13
3742,17299,2,0.13
3742,21491,2,0.13
3742,22295,2,0.13
3742,24707,2,0.13
6617,21491,2,0.13
6617,24707,2,0.13
17299,21491,2,0.13
17299,24707,2,0.13
19025,21451,2,0.13
19025,21738,2,0.13
5702,27932,2,0.13
3946,21113,2,0.13
6032,21237,2,0.13
6722,17299,2,0.13
6722,22295,2,0.13
5670,24948,2,0.13
2859,28275,2,0.13
1313,1315,2,0.13
1313,12868,2,0.13
1314,12868,2,0.13
1315,12868,2,0.13
1889,29602,2,0.13
2913,4547,2,0.13
2913,4549,2,0.13
2913,5673,2,0.13
2913,5702,2,0.13
4630,5670,2,0.13
20337,27548,2,0.13
2913,5762,2,0.13
2913,15347,2,0.13
2913,27932,2,0.13
4547,4549,2,0.13
4547,5673,2,0.13
4547,5702,2,0.13
4547,5762,2,0.13
4547,15347,2,0.13
4547,27932,2,0.13
4549,15347,2,0.13
5673,5762,2,0.13
5673,15347,2,0.13
5702,5762,2,0.13
5702,15347,2,0.13
2263,3770,2,0.13
2263,3946,2,0.13
20219,28275,2,0.13
1849,11245,2,0.13
1097,6959,2,0.13
6959,22099,2,0.13
4852,28818,2,0.13
8852,28818,2,0.13
14076,28518,2,0.13
10555,28138,2,0.13
17074,28818,2,0.13
14719,20307,2,0.13
14719,20751,2,0.13
14719,26150,2,0.13
20307,26150,2,0.13
20751,26150,2,0.13
2361,3127,2,0.13
3127,22123,2,0.13
4448,14829,2,0.13
66,3946,2,0.13
17473,20307,2,0.13
27267,29090,2,0.13
29090,29415,2,0.13
3223,17473,2,0.13
5762,15347,2,0.13
5762,27932,2,0.13
15347,27932,2,0.13
60,14038,2,0.13
60,29581,2,0.13
14038,29581,2,0.13
28139,29581,2,0.13
9304,20587,2,0.13
1815,11256,2,0.13
26593,28362,2,0.13
28362,29581,2,0.13
18963,19590,2,0.13
3451,28576,2,0.13
16869,29410,2,0.13
5677,28275,2,0.13
17511,19590,2,0.13
19590,22568,2,0.13
19590,28074,2,0.13
1846,21397,2,0.13
20337,21397,2,0.13
27548,28275,2,0.13
20764,24948,2,0.13
721,3127,2,0.13
2692,3127,2,0.13
23975,23979,2,0.13
4549,11422,2,0.13
5673,23370,2,0.13
1869,5688,2,0.13
1869,26594,2,0.13
5786,23632,2,0.13
3632,4549,2,0.13
3632,5746,2,0.13
3632,5790,2,0.13
3073,10114,2,0.13
3973,5670,2,0.13
5688,22107,2,0.13
19590,22107,2,0.13
22107,29268,2,0.13
5708,14677,2,0.13
3451,14033,2,0.13
17473,21466,2,0.13
4549,23370,2,0.13
4564,23370,2,0.13
4630,22771,2,0.13
4852,5291,2,0.13
4852,22771,2,0.13
5291,5299,2,0.13
5291,5670,2,0.13
5299,5688,2,0.13
4852,22822,2,0.13
5701,15649,2,0.13
5701,22405,2,0.13
1097,23975,2,0.13
10146,23976,2,0.13
10146,23979,2,0.13
22099,23975,2,0.13
2017,20337,2,0.13
3451,10746,2,0.13
3451,14784,2,0.13
14033,23992,2,0.13
5670,10114,2,0.13
958,8495,2,0.13
1889,3021,2,0.13
5302,17233,2,0.13
1439,2865,2,0.13
1810,2865,2,0.13
1178,20559,2,0.13
18218,19682,2,0.13
18218,20296,2,0.13
18218,20548,2,0.13
3451,17473,2,0.13
4549,28652,2,0.13
1538,19590,2,0.13
26331,27267,2,0.13
4019,22219,2,0.13
4627,19590,2,0.13
4627,28275,2,0.13
8058,23233,2,0.13
14784,23233,2,0.13
178,3451,2,0.13
7500,10746,2,0.13
7500,23370,2,0.13
10746,23370,2,0.13
3451,20587,2,0.13
3451,20764,2,0.13
19590,27549,2,0.13
20587,27267,2,0.13
644,19590,2,0.13
10473,20307,2,0.13
10473,20751,2,0.13
10473,26150,2,0.13
